custom_id,season,episode_number,episode_title,air_date,source_notes,has_false_suspect,has_public_exposure,needs_deep_review,summary
lo_s03_e11,3,11,Extended Family,,Transcript appears complete through trial verdict and closing scene.,Y,Y,N,"Seven-year-old Samantha Silver disappears from a department store. Investigation initially focuses on Harold Zorn, a stock clerk with a prior sex abuse conviction, before discovering the girl was taken by her mother's allies who claim the father molested her. Gary Silver is accused of sexually abusing his daughter, publicly tried, and acquitted. The case involves coached testimony, disputed medical evidence, and a mother who wanted to flee the country. A former stock clerk with a sex abuse record is also publicly accused before being cleared."
lo_s03_e12,3,12,Right to Counsel,,Transcript appears truncated mid-dialogue at end,Y,Y,Y,"Barbara Spiegelman, 61, is murdered. Her boyfriend Stephen Gregg is arrested, fingerprints found on knives in drawer. He pleads guilty to manslaughter (7-21 years) via plea deal with attorney Sally Knight. Post-plea, prosecutors discover Gregg's allocution contradicts forensics (he said victim was seated; ME says standing). Investigation reveals Kevin Doyle, Barbara's estate attorney, had stronger motive ($500K executor commission, $400K IRS debt). Doyle's fingerprints found at scene, his alibi false. Gregg's charges withdrawn; Doyle arrested and tried. Transcript ends mid-cross-examination, suggesting potential conspiracy between Doyle and Knight to frame/railroad Gregg. Gregg accepted plea despite innocence, likely coerced by incompetent/unethical counsel."
lo_s03_e13,3,13,Night & Fog,,Transcript appears complete through trial and plea negotiation scenes.,N,N,N,"David Steinmetz confesses to assisting his wife Ursula's suicide via sleeping pills, then admits he smothered her with a pillow when the pills didn't work fast enough. Investigation reveals he may actually be Jacub Skulman, a Jewish ghetto policeman wanted for war crimes in Poland. His wife discovered his true identity before her death. He ultimately pleads guilty to Murder Two to protect his daughter from perjury charges and to seal the trial record. No innocent persons were falsely accused in this episode—Steinmetz was guilty of murdering his wife throughout."
lo_s03_e14,3,14,Promises to Keep,,Transcript appears complete through sentencing hearing,N,N,N,"Dan Garrett murders his girlfriend Jennifer Gorham after his psychiatrist Dr. Diane Meade engages in a sexual relationship with him and allegedly manipulates him into eliminating Jennifer as a threat. Both are ultimately convicted - Meade for criminally negligent homicide, Garrett for manslaughter. No innocent persons are accused; both defendants are guilty of their respective crimes."
lo_s03_e15,3,15,Mother Love,,"Transcript shows police initially suspect Jonas Stark (nicknamed 'Skate') of murdering Dawn Bryan, a drug addict. Evidence (gun prints, motive) points to Stark. However, investigation reveals Dawn's mother Virginia Bryan actually killed her daughter (mercy killing at Dawn's request). Father Fred Bryan planted the murder weapon to frame Stark.",Y,Y,N,"Jonas Stark was falsely accused of murdering Dawn Bryan. He was arrested twice, subjected to interrogation, had a line-up conducted, and faced $500,000 bail for murder charges. His prints were on the gun clip because he had given the gun to Dawn for protection. The actual killer was Dawn's mother Virginia Bryan (mercy killing). Dawn's father Fred Bryan planted evidence in a sewer pipe to frame Stark. Grand jury ultimately indicted Virginia Bryan only for weapons possession (misdemeanor), not manslaughter."
lo_s03_e17,3,17,Conduct Unbecoming,,Transcript appears complete through closing arguments.,Y,Y,N,Lt. Janet Hagen is found dead in a hotel room after a Navy party. Ensign Walters confesses to accidentally killing her during a drunken encounter and is convicted by military court-martial. Detectives discover forensic evidence proving Hagen's fatal injury occurred 20+ minutes before Walters touched her. They identify Captain Bunker as the actual killer—Bunker had a history with Hagen from the Naval Academy where she filed a harassment complaint that derailed his career. Walters is proven innocent; Bunker is arrested and tried for murder.
lo_s03_e18,3,18,Animal Instinct,,Transcript provided,Y,Y,N,"Dr. Fay Walsh, a research scientist, is murdered in her university lab. Initially, animal rights activist Dirk Chesney is suspected due to threats and past radical actions. Later, evidence points to Professor Donald Walsh (victim's husband) and administrator Susan Boyd in a conspiracy. Walsh is tried and acquitted after Boyd's testimony falls apart on the stand. Eventually revealed that Boyd suffers from erotomania - a delusional belief she was having an affair with Walsh - and she alone murdered Fay Walsh to remove the 'obstacle' to her fantasy relationship."
lo_s03_e19,3,19,Virus,,Transcript appears complete through courtroom testimony,Y,Y,N,"A computer virus inserted into Hogan-Hayes Clinic's blood analyzer causes insulin overdoses, killing 2 patients and putting 3+ in comas. Police initially suspect nurse Rodriguez (who was alone with patients briefly), then hacker John Cook. Cook's father Robert had sued Dr. Hogan for malpractice (diabetic retinopathy), suggesting motive. Evidence against John Cook excluded due to illegal search; prosecutors pivot to charging father Robert Cook with conspiracy, hoping son will confess to save father."
lo_s03_e20,3,20,Securitate,,Full transcript provided,Y,Y,N,"Nicolas Iliescu, a furniture store owner, is murdered. Investigation reveals a credit card fraud scheme. His employee Tommy Zanescu and brother Alex Iliescu are accused. Tommy is accused of murder but has alibi; he and accomplice found murder weapon/car. Alex is arrested for murder but case dismissed on evidence suppression. Alex is then murdered by his son Leon, who confesses. Karen Iliescu initially confesses to protect Leon. Tommy and initially two punk rockers (Wayne Jeffers and accomplice) face false murder accusations with public exposure."
lo_s03_e21,3,21,Manhood,,"Episode centers on Officer Rick Newhouse, a gay cop shot and killed during a drug bust when backup deliberately delayed responding.",Y,Y,N,"Officer Rick Newhouse, a closeted gay police officer, is killed during a confrontation with drug dealers when fellow officers deliberately delayed backup due to anti-gay bias. The prosecution charges three officers with murder two but all are acquitted despite evidence of intentional delay. A dealer (Lucho Martinez) was initially arrested for the murder but the case reveals the real cause was police homophobia. Officer Craig McGraw, also gay and Newhouse's partner, feared for his own safety."
lo_s03_e22,3,22,Benevolence,,Full transcript provided,Y,Y,N,"Kathy McKenna, a deaf university student, is murdered. Initially, her ex-boyfriend Paul Crandall is accused, arrested, and publicly charged based on threatening phone transcripts. After linguistic analysis reveals a hearing person wrote the threats, investigation shifts to Kathy's mentor Dr. Gordon Bryce, who killed her when she planned to leave for California. Crandall was publicly arrested and charged before being cleared."
lo_s04_e01,4,1,Sweeps,,Transcript appears complete through trial testimony. Rick Mason trial still in progress at end.,N,N,N,"Rick Mason, host of tabloid TV show 'Final Confession,' arranges on-air confrontation between child molester Dr. Joseph Vinton and victim Scott Fisher. Scott's estranged father Sid Fisher shows up and shoots Vinton dead on live TV. Investigation reveals Mason manipulated Scott into calling his father with the location, anticipating violent confrontation for ratings. Mason is prosecuted for manslaughter and facilitation. No innocent persons are falsely accused in this episode - Sid Fisher committed the murder he's charged with, and Rick Mason is the actual target of the prosecution who allegedly facilitated it."
lo_s04_e02,4,2,Volunteers,,Transcript appears truncated at end during defense closing argument.,Y,Y,Y,"Roland Kirk, a homeless man with mental illness and crack addiction, is beaten nearly to death with rebar in an alley. Initial suspects include George Siddell (red hat homeless man) and Dr. Creighton (dentist who administered CPR). Investigation reveals Harold Morrissey beat Kirk in retaliation for mugging his wife earlier that evening. Both Siddell and Creighton were innocent of the attack but were publicly suspected/investigated."
